key	comment	fr	en	es	ab	zh	ru	hy	bg	pt	cs	de	et	fa	fi	he	it	ja	ko	hu	nl	pl	ro	sr	sk	sl	sv	uk
limnigraph_imported_from	Google translate used except for 'fr' and 'en'	Limnigramme importé depuis le fichier <code>{0}</code>	Limnigraph imported from file <code>{0}</code>	Limnígrafo importado del archivo <code>{0}</code>	تم استيراد Limnigraph من الملف <code>{0}</code>	从文件 <code>{0}</code> 导入 Limnigraph	Лимниграф импортирован из файла <code>{0}</code>.	Limnigraph ներմուծված <code>{0}</code> ֆայլից	Лимниграф, импортиран от файл <code>{0}</code>	Limnigraph importado do arquivo <code>{0}</code>	Limnigraf importovaný ze souboru <code>{0}</code>	Limnigraph wurde aus der Datei <code>{0}</code> importiert	Limnigraaf imporditud failist <code>{0}</code>	Limnigraph از فایل <code>{0}</code> وارد شد	Limnigrafi tuotu tiedostosta <code>{0}</code>	Limnigraph מיובא מקובץ <code>{0}</code>	Limnigrafo importato dal file <code>{0}</code>	ファイル <code>{0}</code> からインポートされたリムニグラフ	<code>{0}</code> 파일에서 Limnigraph를 가져왔습니다.	Limnigráf a <code>{0}</code> fájlból importálva	Limnigraph geïmporteerd uit bestand <code>{0}</code>	Limnigraf zaimportowany z pliku <code>{0}</code>	Limnigraf importat din fișierul <code>{0}</code>	Лимниграф увезен из датотеке <цоде>{0}</цоде>	Limnigraf importovaný zo súboru <code>{0}</code>	Limnigraf, uvožen iz datoteke <code>{0}</code>	Limnigraph importerad från filen <code>{0}</code>	Лімніграф імпортовано з файлу <code>{0}</code>
control_nbr	Google translate used except for 'fr' and 'en'	Contrôle n°<b>{0}</b>	Control <b>#{0}</b>	Controlar <b>#{0}</b>	التحكم في <b>#{0}</b>	控制<b>#{0}</b>	Элемент управления <b>#{0}</b>	Կառավարեք <b>#{0}</b>-ը	Контрол <b>#{0}</b>	Controle <b>#{0}</b>	Ovládací prvek <b>#{0}</b>	Kontrollieren Sie <b>#{0}</b>	Juht <b>#{0}</b>	<b>#{0}</b> را کنترل کنید	Ohjaus <b>#{0}</b>	פקד <b>#{0}</b>	Controlla <b>#{0}</b>	コントロール <b>#{0}</b>	제어 <b>#{0}</b>	<b>#{0}</b> vezérlőelem	Beheer <b>#{0}</b>	Kontrola <b>#{0}</b>	Controlează <b>#{0}</b>	Контрола <б>#{0}</б>	Ovládanie <b>#{0}</b>	Nadzor <b>#{0}</b>	Kontroll <b>#{0}</b>	Контроль <b>#{0}</b>
stage_level	Google translate used except for 'fr' and 'en'	Hauteur d'eau	Stage level	Nivel de escenario	مستوى المرحلة	舞台级别	Уровень сцены	Բեմական մակարդակ	Етап ниво	Nível de palco	Úroveň jeviště	Bühnenniveau	Lava tase	سطح مرحله	Lavan taso	רמת במה	Livello del palco	ステージレベル	스테이지 레벨	Színpadi szint	Faseniveau	Poziom sceniczny	Nivelul etapei	Стаге левел	Úroveň štádia	Stopnja odra	Scennivå	Рівень сцени
discharge	Google translate used except for 'fr' and 'en'	Débit	Discharge	Descargar	تسريح	释放	Увольнять	Լիցքաթափում	освобождаване от отговорност	Descarga	Vybít	Entladung	Tühjenemine	تخلیه	Purkaa	פְּרִיקָה	Scarico	放電	유량	Kisülés	Afvoer	Wypisać	Descarcare	Пражњење	Vypúšťanie	praznjenje	Ansvarsfrihet	розрядка
uncertainty_percent	Google translate used except for 'fr' and 'en'	Incertitude (%)	Uncertainty (%)	Incertidumbre (%)	ريبة (٪)	不确定性(%)	Неопределенность (%)	Անորոշություն (%)	Несигурност (%)	Incerteza (%)	Nejistota (%)	Unsicherheit (%)	Ebakindlus (%)	عدم قطعیت (٪)	Epävarmuus (%)	חוסר ודאות (%)	Incertezza (%)	不確実性 (%)	불확실성(%)	Bizonytalanság (%)	Onzekerheid (%)	Niepewność (%)	Incertitudine (%)	Неизвесност (%)	Neistota (%)	Negotovost (%)	Osäkerhet (%)	Невизначеність (%)
active_gauging		Actif ?	Active ?	Activo	نشيط	开启	Активный	Ակտիվ	Активен	Ativo	Aktivní	Aktiv	Aktiivne	فعال	Aktiivinen	פָּעִיל	Attivo	アクティブ	활성	Aktív	Actief	Aktywny	Activ	Ацтиве	Aktívne	Aktivno	Aktivt	Активний
discharge_uncertainty_percent	Google translate used except for 'fr' and 'en'	Incertitudes de débit (%)	Discharge uncertainty (%)	Incertidumbre de descarga (%)	عدم اليقين التفريغ (٪)	排放不确定度(%)	Неопределенность разряда (%)	Լիցքաթափման անորոշություն (%)	Несигурност на изхвърлянето (%)	Incerteza de descarga (%)	Nejistota výtoku (%)	Abflussunsicherheit (%)	Tühjenemise määramatus (%)	عدم قطعیت تخلیه (%)	Purkauksen epävarmuus (%)	אי ודאות פריקה (%)	Incertezza sullo scarico (%)	吐出不確かさ (%)	방전 불확도(%)	Kisülési bizonytalanság (%)	Onzekerheid bij de kwijting (%)	Niepewność rozładowania (%)	Incertitudine de descărcare (%)	Несигурност пражњења (%)	Neistota výtoku (%)	Negotovost praznjenja (%)	Utsläppsosäkerhet (%)	Похибка викиду (%)
time	Google translate used except for 'fr' and 'en'	Temps	Time	Tiempo	وقت	时间	Время	Ժամանակը	време	Tempo	Čas	Zeit	Aeg	زمان	Aika	זְמַן	Tempo	時間	시간	Idő	Tijd	Czas	Timp	време	čas	Čas	Tid	час
date_time	Google translate used except for 'fr' and 'en'	Date/Heure	Date/Time	Fecha y hora	التاريخ/الوقت	约会时间	Дата/Время	Ամսաթիվ/ժամ	Време за среща	Data hora	Čas schůzky	Terminzeit	Kuupäev Kellaaeg	زمان قرار	Treffiaika	תאריך שעה	Appuntamento	日付時刻	날짜 시간	Dátum idő	Datum Tijd	Data/godzina	Data/Ora	Датум време	Dátum Čas	Datum čas	Datum Tid	Дата, час
date_time_format	Google translate used except for 'fr' and 'en'	Format des dates/heures	Date/Time format	Formato de fecha/hora	تنسيق التاريخ/الوقت	日期/时间格式	Формат даты/времени	Ամսաթիվ/ժամ ձևաչափ	Формат за дата/час	Formato de data/hora	Formát data/času	Datums-/Uhrzeitformat	Kuupäeva/kellaaja vorming	فرمت تاریخ/زمان	Päivämäärä/aika -muoto	פורמט תאריך/שעה	Formato data/ora	日付/時刻形式	날짜/시간 형식	Dátum/Idő formátum	Datum-/tijdformaat	Format daty/godziny	Format data/ora	Формат датума/времена	Formát dátumu/času	Format datuma/časa	Datum/tid format	Формат дати/часу
stage_uncertainty	Google translate used except for 'fr' and 'en'	Incertitude limnimétrique	Stage uncertainty	Incertidumbre escénica	مرحلة عدم اليقين	阶段不确定性	Стадия неопределенности	Բեմական անորոշություն	Етап несигурност	Incerteza do estágio	Jevištní nejistota	Bühnenunsicherheit	Lava ebakindlus	عدم قطعیت مرحله	Vaiheen epävarmuus	חוסר ודאות בשלב	Incertezza dello stadio	ステージの不確実性	무대 불확실성	Színpadi bizonytalanság	Fase onzekerheid	Niepewność sceniczna	Incertitudinea etapei	Неизвесност сцене	Neistota štádia	Odrska negotovost	Scenosäkerhet	Стадійна невизначеність
stage_non_sys_error_std	Google translate used except for 'fr' and 'en'	Ecart-types des erreurs non-systématiques	Non-systematic error standard-deviation	Desviación estándar del error no sistemático	خطأ غير منهجي الانحراف المعياري	非系统误差标准差	Несистематическая ошибка стандартное отклонение	Ոչ համակարգային սխալի ստանդարտ շեղում	Стандартно отклонение на несистематична грешка	Desvio padrão de erro não sistemático	Nesystematická chyba směrodatná odchylka	Nicht systematischer Fehler, Standardabweichung	Mittesüstemaatiline vea standardhälve	انحراف استاندارد خطای غیر سیستماتیک	Ei-systeeminen virheen keskihajonta	שגיאה לא שיטתית סטיית תקן	Errore non sistematico-deviazione standard	非系統誤差標準偏差	비체계적 오류 표준편차	Nem szisztematikus hiba szórása	Niet-systematische foutstandaardafwijking	Błąd niesystematyczny – odchylenie standardowe	Abatere standard de eroare nesistematică	Стандардна девијација несистематске грешке	Nesystematická chyba smerodajná odchýlka	Standardni odklon nesistematične napake	Icke-systematiskt fel standardavvikelse	Стандартне відхилення несистематичної помилки
stage_sys_error_std	Google translate used except for 'fr' and 'en'	Ecart-types des erreurs systématiques	Systematic error standard-deviation	Desviación estándar del error sistemático	خطأ منهجي الانحراف المعياري	系统误差标准差	Систематическая ошибка стандартного отклонения	Համակարգային սխալ ստանդարտ-շեղում	Систематична грешка стандартно отклонение	Desvio padrão de erro sistemático	Systematická chyba směrodatná odchylka	Systematische Fehlerstandardabweichung	Süstemaatiline vea standardhälve	انحراف استاندارد خطای سیستماتیک	Systemaattisen virheen keskihajonta	שגיאה שיטתית סטיית תקן	Errore sistematico-deviazione standard	系統誤差標準偏差	체계적 오류 표준편차	Szisztematikus hiba szórása	Systematische fout standaardafwijking	Błąd systematyczny – odchylenie standardowe	Eroare sistematică abatere standard	Стандардна девијација систематске грешке	Systematická chyba smerodajná odchýlka	Standardni odklon sistematične napake	Systematiskt fel standardavvikelse	Стандартне відхилення систематичної помилки
stage_sys_error_ind	Google translate used except for 'fr' and 'en'	Indices de ré-échantillonage des erreurs systématiques	Systematic error resampling indices	Índices de remuestreo de errores sistemáticos	خطأ منهجي في إعادة تشكيل المؤشرات	系统误差重采样指数	Индексы передискретизации систематических ошибок	Համակարգված սխալների վերընտրանքի ինդեքսները	Индекси за повторна дискретизация на системната грешка	Índices de reamostragem de erros sistemáticos	Systematická chyba převzorkování indexů	Systematische Fehler-Resampling-Indizes	Süstemaatilise vea taasvalimise indeksid	شاخص های نمونه گیری مجدد خطای سیستماتیک	Systemaattisten virheiden uudelleennäytteenottoindeksit	מדדי דגימת שגיאה מחדש שיטתית	Indici di ricampionamento degli errori sistematici	系統的エラーリサンプリングインデックス	체계적 오류 리샘플링 인덱스	Szisztematikus hiba-újramintavételezési indexek	Systematische fouten bij het herbemonsteren van indices	Wskaźniki ponownego próbkowania błędów systematycznych	Indicii de reeșantionare a erorilor sistematice	Индекси поновног узорковања систематске грешке	Systematická chyba prevzorkovania indexov	Indeksi ponovnega vzorčenja sistematičnih napak	Systematiska felomsamplingsindex	Індекси повторної вибірки систематичної помилки
